"Company Name","Address","City","State","Zip","Phone","Email","Website","Description","Representatives"
"A Taste of Excellence","","","","","","","http://www.taste-food.com/","",""
"A Taste of Excellence","","","","","","","http://www.taste-food.com/","",""
"Adobe Acrobat","","","","","","","https://www.adobe.com/acrobat/online/png-to-pdf.html","",""
"Adobe Acrobat","","","","","","","https://www.adobe.com/acrobat/online/png-to-pdf.html","",""
"AFox Solutions","","","","","","","http://www.afoxsolutions.com/","",""
"AfterMath","","","","","","","http://www.teamaftermath.com/","",""
"AfterMath","","","","","","","http://www.teamaftermath.com/","",""
"Akron AIDS Collaborative","","","","","","","https://ohioaac.org/","",""
"Akron AIDS Collaborative","","","","","","","https://ohioaac.org/","",""
"Akron Art Museum","","","","","","","http://www.akronartmuseum.org/","",""
"Akron Art Museum","","","","","","","http://www.akronartmuseum.org/","",""
"Akron Community Foundation","","","","","","","https://www.akroncf.org/","",""
"Akron Community Foundation","","","","","","","https://www.akroncf.org/","",""
"Akron Pride Custom Tees","","","","","","","https://www.akronpridecustomtees.com/","",""
"Akron Pride Custom Tees","","","","","","","https://www.akronpridecustomtees.com/","",""
"Akron Pride Festival","","","","","","","http://akronpridefestival.org/","",""
"Akron Public Schools","","","","","","","https://akronschools.com/","",""
"Akron Public Schools","","","","","","","https://akronschools.com/","",""
"Akron Soul Train","","","","","","","http://www.akronsoultrain.org/","",""
"Akron Soul Train","","","","","","","http://www.akronsoultrain.org/","",""
"Allison L. Harrison Law, LLC","","","","","","","http://www.alharrisonlaw.com/","",""
"Allison L. Harrison Law, LLC","","","","","","","http://www.alharrisonlaw.com/","",""
"Alzheimer's Association","","","","","","","http://alz.org/","",""
"Alzheimer's Association","","","","","","","http://alz.org/","",""
"American Greetings","","","","","","cindy.luke@amgreetings.com","https://www.americangreetings.com/","",""
"American Greetings","","","","","","cindy.luke@amgreetings.com","https://www.americangreetings.com/","",""
"American Red Cross","","","","","","","http://redcross.org/noh","",""
"American Red Cross","","","","","","","http://redcross.org/noh","",""
"Anderson Project, LLC","","","","","","","","",""
"Anderson Project, LLC","","","","","","","","",""
"Art by Ali Cleveland","","","","","","","http://www.artbyalicleveland.com/","",""
"Art by Ali Cleveland","","","","","","","http://www.artbyalicleveland.com/","",""
